,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bagging_temperature,param_depth,param_iterations,param_l2_leaf_reg,param_learning_rate,param_random_strength,param_scale_pos_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
24,7.98791488011678,0.19779099315765852,0.01974169413248698,0.0024075469580102553,0.5,4,600,3,0.05,1,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 1}",0.9685888420065636,0.9788235294117648,0.9753554502369668,0.9742559405517651,0.004250011586763437,225
25,8.095047156016031,0.07453762331500517,0.016825199127197266,0.0003147887970754407,0.5,4,600,3,0.05,1,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 2}",0.9647495361781075,0.9698095680445888,0.9779239079379991,0.9708276707202318,0.005426381090596236,335
26,8.11358650525411,0.031967394794795524,0.02482883135477702,0.005242585025699358,0.5,4,600,3,0.05,1,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 3}",0.96577243293247,0.9676524953789278,0.978444236176195,0.9706230548291975,0.005583416931569808,341
27,8.3027290503184,0.1693759371527233,0.032984654108683266,0.0021394221247368716,0.5,4,600,3,0.05,2,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 1}",0.9648382559774965,0.9759773904851624,0.9743589743589746,0.9717248736072112,0.004914193353460885,313
28,8.3981405099233,0.12157095082930386,0.0293270746866862,0.002812612611701083,0.5,4,600,3,0.05,2,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 2}",0.9638554216867471,0.9716937354988399,0.9774859287054408,0.9710116952970093,0.005585490997477279,329
29,8.117607196172079,0.24857195009612998,0.03420726458231608,0.008437375905975132,0.5,4,600,3,0.05,2,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 3}",0.9639556377079482,0.9662817551963048,0.9770706598034629,0.9691026842359053,0.005713678419740085,385
30,8.195736567179361,0.395231946784619,0.03268623352050781,0.0071952007664479595,0.5,4,600,3,0.1,1,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 1}",0.9754716981132076,0.978723404255319,0.9801136363636365,0.978102912910721,0.0019451914750206523,81
31,8.138916889826456,0.23828477850330082,0.03247356414794922,0.0037661761296682015,0.5,4,600,3,0.1,1,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 2}",0.9691588785046729,0.9752220663861618,0.980244590780809,0.9748751785572146,0.00453236527961012,201
32,7.9298906326293945,0.28765769501761657,0.026338815689086914,0.003310815105923398,0.5,4,600,3,0.1,1,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 3}",0.9697814969781496,0.9730483271375464,0.9775280898876404,0.973452638001112,0.0031754291974619825,255
33,8.18620506922404,0.11837656457145421,0.03094339370727539,0.0063604434527822955,0.5,4,600,3,0.1,2,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 1}",0.9726415094339622,0.9815777042985356,0.9815253434391285,0.9785815190572088,0.004200275479703341,55
34,8.244385321935018,0.16544744651203075,0.02952400843302409,0.008442090879758581,0.5,4,600,3,0.1,2,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 2}",0.9714017815283638,0.9752913752913753,0.9788434414668548,0.9751788660955313,0.0030390864196769792,189
35,8.079972426096598,0.0625356402337421,0.03243390719095866,0.0022093156342580435,0.5,4,600,3,0.1,2,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 3}",0.9661252900232019,0.9758588672237697,0.9798406000937646,0.9739415857802455,0.005761042074901705,231
36,8.097552935282389,0.3032994676400946,0.02665257453918457,0.002134485575209368,0.5,4,600,7,0.05,1,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 1}",0.9659037832788416,0.9736842105263158,0.973384030418251,0.9709906747411362,0.003599062432189154,331
37,8.29211433728536,0.2783967517129023,0.025447607040405273,0.000607826584364659,0.5,4,600,7,0.05,1,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 2}",0.9643022716736208,0.968040759610931,0.9760900140646975,0.9694776817830831,0.004918419574498404,371
38,8.539875984191895,0.3233147294706392,0.026261170705159504,0.0030939901862352317,0.5,4,600,7,0.05,1,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 3}",0.9634766527970412,0.9654537079686779,0.973401773215119,0.9674440446602794,0.004289373220552355,397
39,8.39194941520691,0.20602971214489035,0.03791681925455729,0.004781970981709621,0.5,4,600,7,0.05,2,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 1}",0.9662921348314608,0.9737335834896811,0.9705042816365366,0.9701766666525596,0.0030467784315597792,359
40,8.409245252609253,0.2882247289639877,0.02847735087076823,0.006091359235132491,0.5,4,600,7,0.05,2,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 2}",0.9633750579508576,0.9685185185185186,0.9761124121779859,0.9693353295491208,0.005231980719359274,379
41,8.315114418665567,0.38010720289993305,0.027046600977579754,0.00665550047102724,0.5,4,600,7,0.05,2,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 3}",0.9604051565377533,0.9597069597069597,0.9715882626921286,0.9639001263122805,0.005443800783153262,421
42,8.585917949676514,0.02709648563413972,0.02644213040669759,0.0029529953591123227,0.5,4,600,7,0.1,1,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 1}",0.9693829486575601,0.9801699716713882,0.9772727272727273,0.9756085492005585,0.004558295212549643,169
43,8.536197026570639,0.3165512979296447,0.024924039840698242,0.0036863982946101046,0.5,4,600,7,0.1,1,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 2}",0.9651324965132495,0.9734265734265733,0.9802816901408451,0.9729469200268893,0.006193925380535731,265
44,7.817063490549724,0.19212401712901286,0.017984946568806965,0.003768230220291207,0.5,4,600,7,0.1,1,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 3}",0.963821892393321,0.9667590027700831,0.9775280898876404,0.9693696616836815,0.005892176587684455,377
45,7.466264565785726,0.11019163010496702,0.017424821853637695,0.003698209565381803,0.5,4,600,7,0.1,2,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 1}",0.9681349578256794,0.9801699716713882,0.9762808349146112,0.9748619214705596,0.005014670217663602,203
46,7.6510341962178545,0.11225616612528663,0.01386721928914388,0.003179511365864741,0.5,4,600,7,0.1,2,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 2}",0.9660307119590508,0.9715617715617717,0.9779239079379991,0.9718387971529405,0.004859326773126776,309
47,7.85848347345988,0.21251201254710278,0.017900943756103516,0.001248478565063041,0.5,4,600,7,0.1,2,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 600, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 3}",0.965164886205295,0.9707927677329624,0.9775280898876404,0.9711619146086327,0.0050540019380455855,325
48,11.79450257619222,0.17208032818084837,0.021619160970052082,0.00762363318707769,0.5,4,900,3,0.05,1,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 1}",0.9708920187793427,0.983482774893818,0.9777777777777779,0.9773841904836461,0.005147683498566797,109
49,11.985366344451904,0.22000784620070338,0.015388011932373047,0.0008651130419151448,0.5,4,900,3,0.05,1,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 2}",0.9659990684676293,0.9752913752913753,0.9802631578947368,0.9738512005512471,0.005911663006729878,235
50,12.22363050778707,0.6717343029376044,0.020905176798502605,0.0011830578198386114,0.5,4,900,3,0.05,1,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 3}",0.9670839128419101,0.9717461787864752,0.9789029535864978,0.9725776817382944,0.004860794098342315,277
51,12.54158123334249,0.1226520384825798,0.017685810724894207,0.003040361436036416,0.5,4,900,3,0.05,2,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 1}",0.9708646616541354,0.9820585457979225,0.9772511848341232,0.9767247974287271,0.004585017145118924,131
52,12.879963715871176,0.26176939935045984,0.01694480578104655,0.0015137013812814683,0.5,4,900,3,0.05,2,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 2}",0.9646840148698884,0.9748837209302326,0.9793427230046948,0.9729701529349386,0.0061354564024648246,263
53,12.737867991129557,0.05513837911777043,0.027953624725341797,0.011888168554212868,0.5,4,900,3,0.05,2,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 3}",0.9657407407407407,0.9712430426716142,0.9779446269357109,0.9716428034493553,0.00499022818947267,315
54,12.589507977167765,0.29912610067304857,0.027722279230753582,0.00431632582232851,0.5,4,900,3,0.1,1,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 1}",0.9749645725082664,0.9810785241248817,0.9815253434391285,0.9791894800240922,0.002993024614316529,19
55,12.85710080464681,0.11189561476906368,0.025695244471232098,0.0058195860326090325,0.5,4,900,3,0.1,1,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 2}",0.9696119682094437,0.9775070290534209,0.9807058823529413,0.9759416265386021,0.00466237396833237,159
56,12.959409952163696,0.24305718987429453,0.02637449900309245,0.003762879197013179,0.5,4,900,3,0.1,1,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 3}",0.9697251979506288,0.9726218097447796,0.9784037558685447,0.9735835878546512,0.0036076866764475505,249
57,12.707021792729696,0.2871159980901152,0.030064503351847332,0.003139408036745688,0.5,4,900,3,0.1,2,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 1}",0.9735849056603775,0.9810785241248817,0.9819734345351043,0.9788789547734545,0.003761243869549451,39
