,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,0.26246488094329834,0.04119536410802532,0.011013209819793701,0.00035281585309879763,0.5,0,0.01,3,1,300,1.0,0.6,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 300, 'reg_lambda': 1.0, 'subsample': 0.6}",0.9562742710720651,0.930815768930523,0.9201624463685159,0.9618911488734387,0.9422859088111357,0.017328094355513815,5798
1,0.38812100887298584,0.17742073050387663,0.05001509189605713,0.05841900080885893,0.5,0,0.01,3,1,300,1.0,0.8,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 300, 'reg_lambda': 1.0, 'subsample': 0.8}",0.9576855360926264,0.9315248327399974,0.9357581880946367,0.9378545940234835,0.940705787737686,0.01006491227843658,6282
2,0.16805046796798706,0.005963041281112913,0.010750412940979004,0.0008303200518011986,0.5,0,0.01,3,1,300,1.0,1.0,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 300, 'reg_lambda': 1.0, 'subsample': 1.0}",0.9541602199036255,0.9294038458474725,0.9166414073935222,0.9378498859630935,0.9345138397769285,0.013625759919151395,6511
3,0.2594441771507263,0.018515150198476646,0.01238030195236206,0.0010828002472950387,0.5,0,0.01,3,1,300,1.5,0.6,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 300, 'reg_lambda': 1.5, 'subsample': 0.6}",0.959094390673338,0.9329425673573517,0.9456559473439107,0.9625969614793677,0.950072466713492,0.011738794405422068,5035
4,0.2719535827636719,0.03982742619116344,0.013252556324005127,0.0022761439053632397,0.5,0,0.01,3,1,300,1.5,0.8,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 300, 'reg_lambda': 1.5, 'subsample': 0.8}",0.954860261391875,0.9315248327399974,0.9350505191414735,0.9378545940234835,0.9398225518242074,0.008967022985256779,6339
5,0.17730528116226196,0.01297303681054339,0.011498332023620605,0.0004998466265121521,0.5,0,0.01,3,1,300,1.5,1.0,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 300, 'reg_lambda': 1.5, 'subsample': 1.0}",0.9548652003692268,0.9301065712728059,0.9130886825448827,0.9385584952490599,0.9341547373589938,0.015070523180575416,6529
6,0.2566840648651123,0.013882590498280915,0.01188504695892334,0.0007322426219755665,0.5,0,0.01,3,1,300,2.0,0.6,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 300, 'reg_lambda': 2.0, 'subsample': 0.6}",0.9541596727467145,0.935062918126792,0.9421229328551505,0.9505943225559657,0.9454849615711557,0.0074377148758189154,5216
7,0.290965735912323,0.0646525387270465,0.011503636837005615,0.0008687504772339019,0.5,0,0.01,3,1,300,2.0,0.8,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 300, 'reg_lambda': 2.0, 'subsample': 0.8}",0.9569799312956104,0.9322395667410003,0.9400021619047476,0.9604798674029628,0.9474253818360803,0.011698527503936608,5106
8,0.20918971300125122,0.02794867717894417,0.013251543045043945,0.0017853787172470907,0.5,0,0.01,3,1,300,2.0,1.0,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 300, 'reg_lambda': 2.0, 'subsample': 1.0}",0.9548652003692268,0.9301065712728059,0.9130886825448827,0.9371411596235637,0.9338004034526197,0.014979203083477258,6535
9,0.3928612470626831,0.01981683010596189,0.014630377292633057,0.0013876879653392678,0.5,0,0.01,3,1,450,1.0,0.6,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 450, 'reg_lambda': 1.0, 'subsample': 0.6}",0.959094390673338,0.9322337648373049,0.923009284067543,0.9618908451966866,0.9440570711937182,0.016785145132136126,5368
