,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,2.2927268147468567,1.1636804513387837,0.020502746105194092,0.0022887416628998595,0.5,0.1,0.05,3,1,600,1.0,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 600, 'reg_lambda': 1.0, 'subsample': 0.5}",0.9336666951988327,0.9576766953199618,0.9548177524462425,0.9441895967290417,0.9475876849235196,0.009478963095388367,773
1,2.115744411945343,1.0915394424452205,0.024751484394073486,0.008869919587312506,0.5,0.1,0.05,3,1,600,1.0,1.0,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 600, 'reg_lambda': 1.0, 'subsample': 1.0}",0.9463995463995463,0.9654422081335798,0.966125195730388,0.9548222541048939,0.9581973010921019,0.008153498472848986,667
2,2.4818103909492493,1.0754882335998206,0.030131220817565918,0.018727177831314536,0.5,0.1,0.05,3,1,600,1.5,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 600, 'reg_lambda': 1.5, 'subsample': 0.5}",0.9336666951988327,0.9555574128438451,0.9548177524462425,0.9448985574296165,0.9472351044796342,0.008892673237317466,781
3,2.0372979640960693,0.7175281568750352,0.0240095853805542,0.010392050144132083,0.5,0.1,0.05,3,1,600,1.5,1.0,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 600, 'reg_lambda': 1.5, 'subsample': 1.0}",0.9463995463995463,0.9647373153806977,0.966125195730388,0.9541152774878656,0.9578443337496243,0.008077358618425977,685
4,2.5410518646240234,0.5400448948077383,0.0258786678314209,0.00340140657385903,0.5,0.1,0.05,3,1,800,1.0,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 800, 'reg_lambda': 1.0, 'subsample': 0.5}",0.9365055673303682,0.954850829432929,0.9548177524462425,0.9456073995751645,0.9479453871961759,0.007603456472118252,761
5,1.3261494040489197,0.02467141241725922,0.09676975011825562,0.1246390636431912,0.5,0.1,0.05,3,1,800,1.0,1.0,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 800, 'reg_lambda': 1.0, 'subsample': 1.0}",0.9463995463995463,0.9654422081335798,0.9647137455524877,0.9604754580447725,0.9592577395325965,0.007662108433508266,641
6,1.7291026711463928,0.06132493634836272,0.022379517555236816,0.0013871272995544962,0.5,0.1,0.05,3,1,800,1.5,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 800, 'reg_lambda': 1.5, 'subsample': 0.5}",0.9343791285482189,0.9555574128438451,0.9548177524462425,0.9448985574296165,0.9474132128169808,0.008622152365292396,777
7,1.6399633884429932,0.3594786264974828,0.02413839101791382,0.003667207740619528,0.5,0.1,0.05,3,1,800,1.5,1.0,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 800, 'reg_lambda': 1.5, 'subsample': 1.0}",0.9463995463995463,0.9647373153806977,0.9647137455524877,0.9604754580447725,0.959081516344376,0.0075247176647637954,645
8,2.3474876284599304,0.37768462631762784,0.033127784729003906,0.010266506751572903,0.5,0.1,0.05,3,1,1000,1.0,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 1000, 'reg_lambda': 1.0, 'subsample': 0.5}",0.9379229788055408,0.9619144821658788,0.9569389527193816,0.9441895967290417,0.9502415026049607,0.009611007793054625,737
9,1.5629526376724243,0.10095443478354395,0.027504801750183105,0.0034970074551694927,0.5,0.1,0.05,3,1,1000,1.0,1.0,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 1000, 'reg_lambda': 1.0, 'subsample': 1.0}",0.9442814942956947,0.9654422081335798,0.9647133237708184,0.9449123989218329,0.9548373562804815,0.010246079951732939,697
10,2.449015200138092,0.1731393209158992,0.03663057088851929,0.012240241554885014,0.5,0.1,0.05,3,1,1000,1.5,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 1000, 'reg_lambda': 1.5, 'subsample': 0.5}",0.937216027668289,0.9633260054312686,0.9562319655012994,0.9448985574296165,0.9504181390076183,0.010064481093450489,733
