,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
3566,4.886820435523987,0.39372275217893266,0.0062487125396728516,0.0008297794296640563,0.8,0.01,8,5,400,15,0.0,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 15, 'reg_lambda': 0.0, 'subsample': 1.0}",0.9802519537156409,0.9887163000923067,0.9844741717632528,0.988002225333439,0.9853611627261598,0.003358680102463232,8275
3567,4.816199600696564,0.5091501127215912,0.006503283977508545,0.0008687516549953796,0.8,0.01,8,5,400,15,0.1,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 15, 'reg_lambda': 0.1, 'subsample': 0.7}",0.9802519537156409,0.988010991333756,0.9844741717632528,0.9887080836414638,0.9853613001135284,0.003358356773366991,8272
3568,4.587488532066345,0.10002095236072686,0.008880078792572021,0.0024046893537209603,0.8,0.01,8,5,400,15,0.1,0.85,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 15, 'reg_lambda': 0.1, 'subsample': 0.85}",0.9802519537156409,0.988010991333756,0.9844741717632528,0.9887080836414638,0.9853613001135284,0.003358356773366991,8272
3569,4.846771776676178,0.22959838065161,0.006749927997589111,0.0008290783242734947,0.8,0.01,8,5,400,15,0.1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 15, 'reg_lambda': 0.1, 'subsample': 1.0}",0.9802519537156409,0.988010991333756,0.9844741717632528,0.9887080836414638,0.9853613001135284,0.003358356773366991,8272
3570,4.661852657794952,0.10223121700385873,0.006499588489532471,0.0008657907243206746,0.8,0.01,8,5,400,15,0.3,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 15, 'reg_lambda': 0.3, 'subsample': 0.7}",0.979546371323736,0.987305837603845,0.9844741717632528,0.988002225333439,0.9848321515060682,0.0033255117130119023,8437
3571,4.89589786529541,0.41880819391383084,0.00725024938583374,0.0004336355640346841,0.8,0.01,8,5,400,15,0.3,0.85,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 15, 'reg_lambda': 0.3, 'subsample': 0.85}",0.979546371323736,0.987305837603845,0.9844741717632528,0.988002225333439,0.9848321515060682,0.0033255117130119023,8437
3572,4.777750015258789,0.3629503369639576,0.00675201416015625,0.000434172048570284,0.8,0.01,8,5,400,15,0.3,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 15, 'reg_lambda': 0.3, 'subsample': 1.0}",0.979546371323736,0.987305837603845,0.9844741717632528,0.988002225333439,0.9848321515060682,0.0033255117130119023,8437
3573,9.138129711151123,0.8873969442368107,0.006500065326690674,0.0004994273825951687,0.8,0.01,8,5,400,31,0.0,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.0, 'subsample': 0.7}",0.9823688243014796,0.9866006796641367,0.9901198487546965,0.9915312989325971,0.9876551629132275,0.0035410597841063485,7453
3574,8.47576642036438,0.31198491865688144,0.007249891757965088,0.0010896049826463348,0.8,0.01,8,5,400,31,0.0,0.85,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.0, 'subsample': 0.85}",0.9823688243014796,0.9866006796641367,0.9901198487546965,0.9915312989325971,0.9876551629132275,0.0035410597841063485,7453
3575,8.533707082271576,0.21771492630516126,0.006500422954559326,0.0004995659073526512,0.8,0.01,8,5,400,31,0.0,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.0, 'subsample': 1.0}",0.9823688243014796,0.9866006796641367,0.9901198487546965,0.9915312989325971,0.9876551629132275,0.0035410597841063485,7453
3576,9.052897214889526,0.835895136131099,0.006758272647857666,0.00024576592445500745,0.8,0.01,8,5,400,31,0.1,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_samples': 5, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.1, 'subsample': 0.7}",0.9823691049025824,0.9866006796641367,0.9865911498501135,0.9908255235816565,0.9865966144996223,0.0029897974766333484,7960
