,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,7.69883006811142,0.3162818328943732,0.07038944959640503,0.03186928461268496,0.05,4,sqrt,1,2,600,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 600, 'subsample': 0.7}",0.984484418767507,0.9950634672204972,0.9978828468761907,0.9929426647541637,0.9925933494045898,0.004998925955067814,334
1,6.480606555938721,0.5487926401853166,0.06577235460281372,0.027895796395552674,0.05,4,sqrt,1,2,600,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 600, 'subsample': 1.0}",0.9837786083941996,0.9943582061641969,0.9964714184897671,0.9922368732334741,0.9917112765704094,0.004818419440360352,420
2,8.802216649055481,2.4351697453182344,0.07951968908309937,0.029166367427962678,0.05,4,sqrt,1,2,800,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.7}",0.9866003064691244,0.9922424987529213,0.9964714184897671,0.9936484394026853,0.9922406657786245,0.0035949531144195807,374
3,10.29646223783493,1.3425354213881493,0.09102457761764526,0.047433574975925936,0.05,4,sqrt,1,2,800,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 1.0}",0.983073103184835,0.9943582398344872,0.997177133385926,0.9943541318033309,0.9922406520521447,0.005416728137627979,375
4,6.513917565345764,1.5486733981034004,0.06289935111999512,0.03257798681160224,0.05,4,sqrt,1,5,600,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 600, 'subsample': 0.7}",0.9866003064691244,0.9943582398344872,0.997177133385926,0.9922368732334741,0.9925931382307529,0.0038784517698955733,343
5,7.213179647922516,1.5646641011902616,0.04251140356063843,0.015043389095868425,0.05,4,sqrt,1,5,600,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 600, 'subsample': 1.0}",0.9823675614859793,0.9943582061641969,0.9964714184897671,0.9929426647541637,0.9915349627235268,0.00543971896136604,426
6,8.070678114891052,0.7122634939664293,0.06739437580108643,0.014701396829548389,0.05,4,sqrt,1,5,800,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800, 'subsample': 0.7}",0.9858951786975421,0.9957686798758654,0.997177133385926,0.9929426647541637,0.9929459141783743,0.0043469559333144435,313
7,8.235803782939911,0.9477910913777019,0.05288952589035034,0.00638076544053236,0.05,4,sqrt,1,5,800,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800, 'subsample': 1.0}",0.9809574968105822,0.9957686798758654,0.997177133385926,0.9929426647541637,0.9917114937066343,0.006393320891841347,414
8,5.82308292388916,0.9941280698788935,0.039132654666900635,0.0046390041043892355,0.05,4,sqrt,1,8,600,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 600, 'subsample': 0.7}",0.9837786083941996,0.9922424987529213,0.9964714184897671,0.9929427491104974,0.9913588186868463,0.004660686399869602,428
9,4.768806219100952,0.3300154488292702,0.043139517307281494,0.004583794394787624,0.05,4,sqrt,1,8,600,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 600, 'subsample': 1.0}",0.9816630027156343,0.9950634475795923,0.997177133385926,0.9943541318033309,0.9920644288711209,0.006094388120543366,387
10,5.49088191986084,0.3258157654066666,0.04951298236846924,0.0026772868530718376,0.05,4,sqrt,1,8,800,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 800, 'subsample': 0.7}",0.9844840792209213,0.9943582398344872,0.997177133385926,0.9943541992883982,0.9925934129324332,0.004821482371273314,332
11,6.283819556236267,0.6178756550129195,0.0598873496055603,0.020733346486915948,0.05,4,sqrt,1,8,800,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 800, 'subsample': 1.0}",0.983073103184835,0.9943582398344872,0.997177133385926,0.992236981492171,0.9917113644743547,0.0052862181737563674,419
