,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,5.398927867412567,0.4566234020843836,0.0466465950012207,0.007593114111398344,0.05,4,sqrt,1,2,600,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 600, 'subsample': 0.7}",0.984484418767507,0.9929477997931089,0.9964714114603177,0.9915310627310978,0.9913586731880079,0.004357479431980249,620
1,5.457710325717926,0.39248856681082395,0.046392202377319336,0.006141888778772509,0.05,4,sqrt,1,2,600,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 600, 'subsample': 1.0}",0.985189812413243,0.9922424987529213,0.995059946520522,0.992236981492171,0.9911823097947143,0.0036463140450595155,629
2,7.068129181861877,0.18339501319034662,0.054879844188690186,0.006518290334543858,0.05,4,sqrt,1,2,800,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.7}",0.9851895177715342,0.9922425604822165,0.9957656832081598,0.9915311977049964,0.9911822397917267,0.003813355554982344,632
3,7.119641065597534,0.4257367026783905,0.05026555061340332,0.0035838695194335525,0.05,4,sqrt,1,2,800,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 1.0}",0.985894617473565,0.9922425604822165,0.9964714114603177,0.9936484394026853,0.992064257204696,0.0038739156011713648,528
4,7.839750826358795,0.5408194837941559,0.07477051019668579,0.022433393412027203,0.05,4,sqrt,1,2,900,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 900, 'subsample': 0.7}",0.985894617473565,0.9922425604822165,0.9964714114603177,0.9929426647541637,0.9918878135425657,0.003813342545028816,564
5,6.86305034160614,0.609634866803093,0.06764715909957886,0.011625575199676153,0.05,4,sqrt,1,2,900,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 900, 'subsample': 1.0}",0.9865993467293444,0.9915373092462954,0.997177133385926,0.9929427491104974,0.9920641346180158,0.003776776782770858,530
6,3.984370708465576,0.44977940478837647,0.040885984897613525,0.004423065525247148,0.05,4,sqrt,1,5,600,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 600, 'subsample': 0.7}",0.9844836779194321,0.9929477577052461,0.9964714114603177,0.9929425522759149,0.9917113498402277,0.004414238095867504,594
7,4.048520505428314,0.577763066389499,0.044880688190460205,0.006875826578394639,0.05,4,sqrt,1,5,600,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 600, 'subsample': 1.0}",0.9816619811904492,0.9929477997931089,0.9957656832081598,0.9929426647541637,0.9908295322364704,0.005416686373502587,646
8,5.6180261969566345,0.9029900036372865,0.06089580059051514,0.012413061695541298,0.05,4,sqrt,1,5,800,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800, 'subsample': 0.7}",0.9865993467293444,0.9915373092462954,0.9964714114603177,0.9936485026692425,0.9920641425262999,0.0036081769263246713,529
9,5.701801896095276,0.7303969659621209,0.08456361293792725,0.054665509515479306,0.05,4,sqrt,1,5,800,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800, 'subsample': 1.0}",0.9858938316849608,0.9929477997931089,0.9964714114603177,0.9929426647541637,0.9920639269231377,0.003842180585930382,555
10,6.775383830070496,0.7890829168123624,0.2017122507095337,0.00440929263480536,0.05,4,sqrt,1,5,900,0.7,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 900, 'subsample': 0.7}",0.985894617473565,0.9936530040309044,0.997177133385926,0.992236981492171,0.9922404340956417,0.004081536298570577,494
11,11.84175169467926,1.5702796966886783,0.1846873164176941,0.054239424112002534,0.05,4,sqrt,1,5,900,1.0,"{'learning_rate': 0.05, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 900, 'subsample': 1.0}",0.9858942526540291,0.9915373092462954,0.9964714114603177,0.9929427491104974,0.9917114306177849,0.003809312292454859,587
