,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,5.486547648906708,0.6278962618223421,0.5785282254219055,0.16154586360752957,gini,10,sqrt,10,0.01,2,4,700,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 700}",0.9294101717055259,0.940681865718469,0.9242705082080782,0.9299631700423717,0.9310814289186112,0.005970775311042307,645
1,4.151134133338928,0.3331187722396869,0.22643506526947021,0.07328798994004601,gini,10,sqrt,10,0.01,2,4,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 500}",0.9294101717055259,0.9342930728055714,0.9221413015245059,0.9455974192068648,0.9328604913106171,0.008530641198377846,628
2,3.6874845027923584,0.49693107985492413,0.2143080234527588,0.061614703619531995,gini,10,sqrt,10,0.01,2,4,450,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 450}",0.9173156826891018,0.9335741353155642,0.922116714501571,0.9299631700423717,0.9257424256371521,0.006389564495572435,671
3,8.872020363807678,0.6417968679323265,0.6342874765396118,0.11886603558865634,gini,10,sqrt,10,0.01,2,4,1000,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 1000}",0.9315185597319412,0.9420942022489815,0.9292606363647256,0.9306657319976352,0.9333847825858209,0.0050926073077422725,621
4,6.1291224360466,0.3446609452606241,0.2755889296531677,0.07934864957546804,gini,10,sqrt,10,0.01,2,8,700,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 700}",0.9166143400769848,0.9428033043792636,0.9264101949504634,0.9299631700423717,0.9289477523622709,0.009374962012959266,657
5,4.886392951011658,0.8392112836664902,0.33959996700286865,0.09757528264364544,gini,10,sqrt,10,0.01,2,8,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 500}",0.9272825943545355,0.9640286803602205,0.9249839182045924,0.9299532382452733,0.9365621077911555,0.015955043161090258,577
6,3.142167866230011,0.537670769936132,0.21268099546432495,0.08085692065280889,gini,10,sqrt,10,0.01,2,8,450,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 450}",0.9492177940658593,0.9640286803602205,0.9235685204348677,0.9484329892076235,0.9463119960171427,0.014526603698798525,496
7,9.89521986246109,1.8873631678554559,0.45664066076278687,0.15337543034645604,gini,10,sqrt,10,0.01,2,8,1000,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 1000}",0.9265799996813715,0.9420942022489815,0.9242705082080782,0.9299532382452733,0.9307244870959261,0.006868330708138617,650
8,5.704738736152649,0.8698711233477466,0.30734193325042725,0.10320297888403633,gini,10,sqrt,10,0.01,5,4,700,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 700}",0.9237338273523171,0.9285939004319228,0.9392233726335109,0.9477194766862111,0.9348176442759905,0.009320055082130118,606
9,4.402466893196106,1.40835493920605,0.21726298332214355,0.11282352973840455,gini,10,sqrt,10,0.01,5,4,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 500}",0.9499252693907901,0.939972558599343,0.9199861080920364,0.9555111574694021,0.9413487733878929,0.013531323311551161,529
10,4.253450691699982,0.9148400933536898,0.24769407510757446,0.09862922268528937,gini,10,sqrt,10,0.01,5,4,450,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 450}",0.9308335374023704,0.9420942022489815,0.9413272471034285,0.9292507469363627,0.9358764334227858,0.005867336291840298,590
11,9.104586482048035,1.9127320910002754,0.5590164065361023,0.2183135036517708,gini,10,sqrt,10,0.01,5,4,1000,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 1000}",0.9272825943545355,0.940681865718469,0.9399332231190638,0.9668259807278967,0.9436809159799913,0.014384353292446,507
12,6.276293575763702,1.3365975697453312,0.37888216972351074,0.17616100457334363,gini,10,sqrt,10,0.01,5,8,700,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'min_samples_split': 8, 'n_estimators': 700}",0.9527435604732308,0.9428033043792636,0.9214150065276401,0.9306657319976352,0.9369069008444424,0.01187979735665636,569
13,2.786446511745453,0.14062154284095243,0.21844077110290527,0.0879367116095338,gini,10,sqrt,10,0.01,5,8,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'min_samples_split': 8, 'n_estimators': 500}",0.9513344697013029,0.9420942022489815,0.918556421250549,0.9299532382452733,0.9354845828615268,0.012369967765437606,600
14,3.9703627228736877,1.5989586619027547,0.21569675207138062,0.09492666587838333,gini,10,sqrt,10,0.01,5,8,450,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'min_samples_split': 8, 'n_estimators': 450}",0.9485147135989813,0.9689653800238758,0.9242705082080782,0.9470104732534399,0.9471902687710938,0.01582132559922906,491
15,7.404802680015564,1.483845171383666,0.4870879054069519,0.24367739419079784,gini,10,sqrt,10,0.01,5,8,1000,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'min_samples_split': 8, 'n_estimators': 1000}",0.9166143400769848,0.9442097897570366,0.9249608322742061,0.9299532382452733,0.9289345500883752,0.010024328911297007,658
16,4.336707174777985,1.1764842430242064,0.3898168206214905,0.17498736068888016,gini,10,sqrt,10,0.05,2,4,700,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.05, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 700}",0.8835649497213194,0.8956465059556977,0.8991695597443936,0.9034721804812567,0.8954632989756668,0.007407476487177407,996
17,2.974086105823517,0.6096272325292954,0.19193291664123535,0.07883644385584042,gini,10,sqrt,10,0.05,2,4,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.05, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 500}",0.8835649497213194,0.897787887039677,0.9027727902645076,0.908525060239155,0.8981626718161648,0.009244812598475129,938
