,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,4.254184603691101,0.5814863977958217,0.2638409733772278,0.15137296487237306,gini,10,sqrt,10,0.1,2,4,700,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 700}",0.8729591006804458,0.8712225324693245,0.8892036569228918,0.8765273949552899,0.8774781712569879,0.007034664263393757,553
1,2.791997969150543,0.5192904205209006,0.19906961917877197,0.06721670883535524,gini,10,sqrt,10,0.1,2,4,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 500}",0.8715103236597364,0.8683052578999024,0.8892036569228918,0.8758046590969988,0.8762059743948823,0.007961960531611596,617
2,6.427072584629059,0.6249697071802589,0.3883996605873108,0.1364800589000745,gini,10,sqrt,10,0.1,2,4,1000,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 1000}",0.8729591006804458,0.8683052578999024,0.8892036569228918,0.8765273949552899,0.8767488526146325,0.00775931223242766,580
3,4.021101176738739,0.7977085545089908,0.32510292530059814,0.176476527324731,gini,10,sqrt,10,0.1,2,8,700,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 700}",0.8715103236597364,0.874861859061143,0.8892036569228918,0.8736347750109219,0.8773026536636732,0.0069748795250077385,555
4,2.599663197994232,0.33273705430023987,0.1539367437362671,0.03532431189882828,gini,10,sqrt,10,0.1,2,8,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 500}",0.8715103236597364,0.8683052578999024,0.8892036569228918,0.8901304767807556,0.8797874288158216,0.009949807933781668,528
5,6.6583680510520935,0.389977606644614,0.3198571801185608,0.05975930282531359,gini,10,sqrt,10,0.1,2,8,1000,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 1000}",0.8715103236597364,0.8683052578999024,0.886310299869622,0.8758307783441066,0.8754891649433418,0.006794360881960185,664
6,3.9711822271347046,0.1974927630923605,0.28247272968292236,0.13042503165647581,gini,10,sqrt,10,0.1,5,4,700,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.1, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 700}",0.8715103236597364,0.8683052578999024,0.8892036569228918,0.8736347750109219,0.8756635033733631,0.008044317483397425,645
7,2.5154184103012085,0.17588014200990862,0.18757838010787964,0.041285448607142505,gini,10,sqrt,10,0.1,5,4,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.1, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 500}",0.8729591006804458,0.8683052578999024,0.8892036569228918,0.8736347750109219,0.8760256976285405,0.00788010673424887,627
8,6.722342908382416,1.2044299268224439,0.36638903617858887,0.08331142338075284,gini,10,sqrt,10,0.1,5,4,1000,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.1, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 1000}",0.8729591006804458,0.8683052578999024,0.8892036569228918,0.8736347750109219,0.8760256976285405,0.00788010673424887,627
9,4.548451840877533,0.40608045749060534,0.28511059284210205,0.04115234824379721,gini,10,sqrt,10,0.1,5,8,700,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.1, 'min_samples_leaf': 5, 'min_samples_split': 8, 'n_estimators': 700}",0.8729591006804458,0.8683052578999024,0.8892036569228918,0.8736347750109219,0.8760256976285405,0.00788010673424887,627
