iter	Passed	Remaining
169	1441	6191
170	1449	6178
171	1458	6171
172	1465	6158
173	1473	6147
174	1480	6135
175	1488	6121
176	1495	6107
177	1503	6097
178	1510	6084
179	1518	6073
180	1525	6060
181	1533	6048
182	1540	6037
183	1548	6025
184	1556	6015
185	1564	6006
186	1573	5997
187	1581	5988
188	1589	5980
189	1598	5972
190	1605	5960
191	1613	5949
192	1621	5938
193	1628	5926
194	1636	5914
195	1643	5904
196	1651	5894
197	1660	5886
198	1668	5876
199	1675	5864
200	1683	5853
201	1690	5842
202	1699	5833
203	1706	5821
204	1714	5811
205	1721	5800
206	1729	5789
207	1737	5780
208	1744	5768
209	1752	5757
210	1759	5746
211	1767	5735
212	1775	5725
213	1782	5714
214	1790	5705
215	1798	5695
216	1805	5683
217	1812	5671
218	1821	5662
219	1828	5651
220	1836	5641
221	1843	5630
222	1850	5618
223	1858	5608
224	1865	5597
225	1873	5586
226	1880	5576
227	1888	5565
228	1896	5557
229	1904	5547
230	1912	5537
231	1919	5527
232	1927	5517
233	1934	5506
234	1942	5496
235	1949	5485
236	1956	5474
237	1963	5462
238	1971	5451
239	1978	5440
240	1986	5431
241	1994	5421
242	2002	5415
243	2010	5405
244	2017	5394
245	2024	5383
246	2031	5372
247	2039	5361
248	2048	5354
249	2055	5345
250	2063	5335
251	2070	5324
252	2078	5314
253	2086	5305
254	2093	5295
255	2100	5284
256	2107	5274
257	2116	5265
258	2123	5254
259	2130	5245
260	2138	5235
261	2145	5224
262	2153	5214
263	2160	5204
264	2167	5193
265	2174	5183
266	2182	5173
267	2190	5164
268	2197	5154
269	2205	5145
270	2212	5134
271	2219	5125
272	2227	5116
273	2235	5107
274	2244	5100
275	2252	5092
276	2260	5083
277	2267	5073
278	2275	5064
279	2282	5053
280	2290	5045
281	2298	5037
282	2306	5028
283	2313	5018
284	2320	5008
285	2328	4999
286	2336	4989
287	2343	4979
288	2351	4970
289	2358	4961
290	2366	4952
291	2374	4943
292	2382	4934
293	2389	4925
294	2397	4917
295	2405	4908
296	2412	4897
297	2419	4886
298	2426	4877
299	2434	4868
300	2441	4858
301	2449	4850
302	2457	4841
303	2465	4833
304	2472	4823
305	2480	4815
306	2487	4805
307	2495	4796
308	2502	4786
309	2511	4779
310	2518	4770
311	2526	4761
312	2533	4752
313	2541	4742
314	2549	4734
315	2557	4727
316	2565	4718
317	2573	4709
318	2580	4700
319	2588	4691
320	2596	4682
321	2603	4673
322	2611	4664
323	2620	4658
324	2627	4648
325	2635	4641
326	2643	4632
327	2651	4624
328	2659	4616
329	2667	4607
330	2674	4598
331	2682	4589
332	2690	4581
333	2698	4573
334	2707	4566
335	2715	4558
336	2724	4551
337	2732	4543
338	2739	4534
339	2747	4525
340	2755	4516
341	2763	4508
342	2771	4500
343	2778	4490
344	2786	4481
345	2793	4472
346	2800	4463
347	2808	4455
348	2815	4445
349	2823	4437
350	2831	4429
351	2839	4419
352	2846	4410
353	2853	4401
354	2861	4392
355	2868	4383
356	2875	4374
357	2883	4366
358	2891	4356
359	2898	4348
360	2905	4338
361	2913	4329
362	2920	4319
363	2927	4310
364	2934	4301
365	2941	4292
366	2949	4284
367	2957	4275
368	2965	4267
369	2973	4260
370	2981	4251
371	2989	4242
372	2996	4233
373	3003	4224
374	3011	4216
375	3019	4208
376	3027	4199
377	3038	4196
378	3047	4189
379	3055	4181
380	3063	4173
381	3071	4164
382	3079	4156
383	3087	4149
384	3095	4141
385	3103	4132
386	3111	4124
387	3118	4115
388	3126	4106
389	3133	4097
390	3141	4089
391	3150	4082
392	3157	4072
393	3164	4064
394	3172	4055
395	3179	4046
396	3186	4037
397	3194	4029
398	3201	4020
399	3209	4011
400	3217	4003
401	3224	3994
402	3231	3985
403	3239	3977
404	3247	3969
405	3254	3959
406	3261	3951
407	3269	3942
408	3276	3933
409	3284	3924
410	3291	3916
411	3298	3907
412	3306	3898
413	3313	3890
414	3321	3881
415	3328	3873
416	3336	3864
417	3344	3856
418	3351	3847
419	3359	3838
420	3366	3830
421	3374	3822
422	3381	3813
423	3388	3804
424	3396	3795
425	3404	3787
426	3412	3779
427	3419	3770
428	3426	3762
429	3434	3753
430	3441	3744
431	3448	3736
432	3455	3727
433	3463	3718
434	3470	3710
435	3478	3701
436	3485	3693
437	3493	3685
438	3500	3676
439	3508	3667
440	3515	3659
441	3523	3650
442	3530	3642
443	3539	3634
444	3547	3626
445	3554	3618
446	3561	3609
447	3569	3600
448	3576	3592
449	3583	3583
450	3591	3575
451	3600	3568
452	3608	3560
453	3616	3552
454	3623	3544
455	3631	3535
456	3638	3527
457	3646	3518
458	3653	3510
459	3661	3502
460	3669	3494
461	3677	3486
462	3684	3477
463	3692	3469
464	3699	3460
465	3706	3451
466	3714	3443
467	3721	3434
468	3728	3426
469	3736	3418
470	3743	3409
471	3751	3401
472	3758	3393
473	3766	3384
474	3773	3376
475	3780	3367
476	3788	3359
477	3796	3351
478	3804	3343
479	3811	3335
480	3818	3326
481	3825	3317
482	3832	3309
483	3839	3300
484	3847	3292
485	3854	3283
486	3862	3275
487	3870	3267
488	3878	3259
489	3884	3250
490	3892	3242
491	3899	3233
492	3906	3224
493	3913	3216
494	3920	3208
495	3928	3200
496	3937	3193
497	3945	3184
498	3952	3176
499	3959	3167
500	3966	3158
501	3973	3150
502	3981	3142
503	3988	3134
504	3997	3126
505	4005	3118
506	4012	3110
507	4019	3101
508	4027	3093
509	4035	3085
510	4043	3077
511	4050	3069
512	4059	3062
513	4066	3053
514	4074	3045
515	4082	3038
516	4091	3030
517	4099	3022
518	4107	3015
519	4114	3007
520	4122	2998
521	4131	2991
522	4138	2983
523	4146	2975
524	4153	2966
525	4161	2958
526	4168	2950
527	4176	2942
528	4183	2934
529	4191	2926
530	4199	2918
531	4207	2910
532	4214	2901
533	4222	2893
534	4229	2885
535	4236	2877
536	4244	2869
537	4252	2861
538	4261	2853
539	4269	2846
540	4276	2837
541	4284	2829
542	4291	2821
543	4299	2813
544	4306	2805
545	4314	2797
546	4322	2789
547	4330	2781
548	4337	2773
549	4345	2765
550	4353	2757
551	4360	2748
552	4368	2740
553	4375	2732
554	4382	2724
555	4390	2716
556	4397	2707
557	4405	2700
558	4413	2692
559	4421	2684
560	4429	2676
561	4435	2667
562	4442	2659
563	4450	2651
564	4457	2642
565	4464	2634
566	4471	2626
567	4477	2617
568	4485	2609
569	4492	2600
570	4498	2592
571	4506	2584
572	4515	2576
573	4521	2568
574	4529	2560
575	4537	2552
576	4544	2543
577	4551	2535
578	4559	2527
579	4566	2519
580	4574	2511
581	4582	2503
582	4590	2495
583	4597	2487
584	4605	2480
585	4613	2471
586	4620	2463
587	4627	2455
588	4635	2447
589	4644	2440
590	4651	2432
591	4659	2424
592	4666	2415
593	4674	2408
594	4682	2400
595	4689	2392
596	4697	2383
597	4704	2375
598	4712	2368
599	4720	2360
600	4727	2352
601	4734	2343
602	4741	2335
603	4749	2327
604	4757	2319
605	4765	2311
606	4772	2303
607	4781	2296
608	4788	2288
609	4796	2280
610	4803	2272
611	4811	2264
612	4818	2256
613	4826	2248
614	4833	2239
615	4841	2232
616	4848	2224
617	4856	2216
618	4864	2208
619	4871	2200
620	4878	2191
621	4885	2183
622	4892	2175
623	4900	2167
624	4907	2159
625	4915	2151
626	4923	2143
627	4931	2135
628	4938	2127
629	4945	2119
630	4953	2111
631	4960	2103
632	4968	2095
633	4976	2087
634	4983	2079
635	4991	2071
636	4997	2063
637	5005	2055
638	5012	2047
639	5020	2039
640	5027	2031
641	5034	2023
642	5041	2014
643	5048	2006
644	5054	1998
645	5062	1990
646	5069	1982
647	5077	1974
648	5084	1966
649	5092	1958
650	5100	1950
651	5107	1942
652	5115	1934
653	5121	1926
654	5128	1918
655	5136	1910
656	5142	1902
657	5150	1894
658	5158	1886
659	5165	1878
660	5172	1870
661	5180	1862
662	5187	1854
663	5194	1846
664	5201	1838
665	5209	1830
666	5217	1822
667	5223	1814
668	5231	1806
669	5239	1798
670	5246	1790
671	5254	1782
672	5261	1774
673	5269	1766
674	5276	1758
675	5283	1750
676	5290	1742
677	5297	1734
678	5304	1726
679	5312	1718
680	5319	1710
681	5326	1702
682	5333	1694
683	5340	1686
684	5347	1678
685	5354	1670
686	5362	1662
687	5370	1654
688	5376	1646
689	5385	1638
690	5392	1630
691	5399	1623
692	5407	1615
693	5414	1607
694	5421	1599
695	5429	1591
696	5437	1583
697	5445	1575
698	5452	1567
699	5458	1559
700	5465	1551
701	5472	1543
702	5478	1535
703	5486	1527
704	5493	1519
705	5501	1511
706	5508	1503
707	5515	1495
708	5521	1487
709	5528	1479
710	5536	1471
711	5543	1463
712	5552	1456
713	5560	1448
714	5567	1440
715	5575	1432
716	5582	1424
717	5589	1416
718	5596	1408
719	5604	1401
720	5612	1393
721	5620	1385
722	5628	1377
723	5635	1369
724	5642	1361
725	5649	1353
726	5657	1346
727	5664	1338
728	5671	1330
729	5679	1322
730	5688	1315
731	5695	1307
732	5702	1299
733	5710	1291
734	5717	1283
735	5723	1275
736	5730	1267
737	5737	1259
738	5745	1251
739	5753	1243
740	5762	1236
741	5769	1228
742	5776	1220
743	5784	1212
744	5792	1205
745	5799	1197
746	5806	1189
747	5814	1181
748	5821	1173
749	5827	1165
750	5835	1157
751	5842	1149
752	5850	1142
753	5857	1134
754	5864	1126
755	5871	1118
756	5879	1110
757	5885	1102
758	5893	1094
759	5899	1086
760	5907	1078
761	5913	1071
762	5920	1063
763	5927	1055
764	5935	1047
765	5942	1039
766	5948	1031
767	5955	1023
768	5962	1015
769	5969	1007
770	5976	999
771	5983	992
772	5990	984
773	5998	976
774	6005	968
775	6014	961
776	6021	953
777	6028	945
778	6035	937
779	6043	929
780	6050	921
781	6058	914
782	6066	906
783	6073	898
784	6080	890
785	6087	882
786	6097	875
787	6103	867
788	6111	859
789	6118	851
790	6125	844
791	6132	836
792	6139	828
793	6146	820
794	6153	812
795	6161	804
796	6168	797
797	6175	789
798	6183	781
799	6190	773
800	6198	766
801	6205	758
802	6211	750
803	6218	742
804	6225	734
805	6233	726
806	6240	719
807	6248	711
808	6256	703
809	6262	695
810	6269	688
811	6276	680
812	6283	672
813	6290	664
814	6297	656
815	6303	648
816	6310	641
817	6316	633
818	6323	625
819	6330	617
820	6336	609
821	6343	601
822	6350	594
823	6357	586
824	6364	578
825	6371	570
826	6377	562
827	6385	555
828	6398	547
829	6408	540
830	6420	533
831	6458	527
832	6498	522
833	6526	516
834	6555	510
835	6585	504
836	6621	498
837	6663	493
838	6696	486
839	6734	481
840	6759	474
841	6766	466
842	6792	459
843	6821	452
844	6853	446
845	6889	439
846	6916	432
847	6923	424
848	6931	416
849	6938	408
850	6945	399
851	6952	391
852	6997	385
853	7035	378
854	7075	372
855	7109	365
856	7146	358
857	7174	351
858	7210	344
859	7233	336
860	7252	328
861	7267	320
862	7281	312
863	7295	303
864	7307	295
865	7320	287
866	7332	279
867	7341	270
868	7351	262
869	7361	253
870	7372	245
871	7382	237
872	7393	228
873	7402	220
874	7412	211
875	7422	203
876	7433	194
877	7442	186
878	7452	178
879	7463	169
880	7474	161
881	7484	152
882	7494	144
883	7504	135
884	7514	127
885	7524	118
886	7534	110
887	7545	101
888	7558	93
889	7567	85
890	7576	76
891	7584	68
892	7593	59
893	7602	51
894	7609	42
895	7618	34
896	7626	25
897	7635	17
898	7644	8
899	7652	0
