iter	Logloss
0	0.5112011086
1	0.3903819396
2	0.3100059885
3	0.2576844689
4	0.2188471663
5	0.191472455
6	0.1711398003
7	0.1566439314
8	0.1437031279
9	0.1371686046
10	0.1297426863
11	0.124753641
12	0.1201332083
13	0.1151322607
14	0.1105279356
15	0.1079883407
16	0.1053264825
17	0.1040054688
18	0.1022878712
19	0.1002126084
20	0.09874415729
21	0.09701253551
22	0.09644989901
23	0.09456113678
24	0.09265177229
25	0.09072220099
26	0.0891608565
27	0.08815338096
28	0.08710448872
29	0.08613217977
30	0.08510135308
31	0.08380726888
32	0.08267784842
33	0.08151085006
34	0.08003786089
35	0.07952384129
36	0.07855637426
37	0.077742151
38	0.07688360299
39	0.07607172352
40	0.0753243081
41	0.07463741182
42	0.07421186329
43	0.07346558119
44	0.07276969553
45	0.07162337177
46	0.07126170856
47	0.07046678546
48	0.06993688012
49	0.06930695352
50	0.06869258953
51	0.06827047471
52	0.06761977223
53	0.06683324049
54	0.06603376965
55	0.06516450093
56	0.06492493216
57	0.06420924962
58	0.06349072173
59	0.06311368882
60	0.06278328588
61	0.06255101374
62	0.0622939099
63	0.06199421262
64	0.06189877767
65	0.06139531961
66	0.06118451298
67	0.0606011633
68	0.06005606669
69	0.05962687226
70	0.05906888477
71	0.05881867728
72	0.05799044912
73	0.05778394427
74	0.05741994209
75	0.05727861986
76	0.0568317505
77	0.05676369842
78	0.05652805044
79	0.05602514216
80	0.05543375317
81	0.05517721357
82	0.05480150688
83	0.05453012324
84	0.05429003845
85	0.05378097168
86	0.05337637746
87	0.05316578302
88	0.05274618561
89	0.05248542139
90	0.05224714026
91	0.05175325994
92	0.05143615298
93	0.05119005437
94	0.05086196629
95	0.05062162108
96	0.05042894269
97	0.05000407415
98	0.04978831468
99	0.04954213891
100	0.04927170533
101	0.04915364262
102	0.0489490427
103	0.04866369274
104	0.04828830434
105	0.04789738709
106	0.04782284858
107	0.04756014567
108	0.04714417005
109	0.04675434754
110	0.0466306086
111	0.0462739754
112	0.04596479684
113	0.04584390807
114	0.04559493999
115	0.04532367692
116	0.04516487266
117	0.04474267586
118	0.04464334905
119	0.04447801978
120	0.04433989012
121	0.04406551163
122	0.04382568244
123	0.04357912085
124	0.04330336791
125	0.04314990713
126	0.04287436156
127	0.04253020932
128	0.04241673292
129	0.04233483509
130	0.0422076335
131	0.04205743763
132	0.04188556406
133	0.04161803852
134	0.0414785103
135	0.04132549802
136	0.0411447267
137	0.04087989701
138	0.04059373684
139	0.04054554916
140	0.0404943377
141	0.04030910063
142	0.03994958349
143	0.03959315525
144	0.03937135786
145	0.03927900698
146	0.03898288809
147	0.03891264895
148	0.03868462795
149	0.03843741049
150	0.03823882922
151	0.03804101233
152	0.0377853191
153	0.0375891829
154	0.03737056361
155	0.03731305379
156	0.03712935996
157	0.03685492842
158	0.03659566887
159	0.03648880912
160	0.03636620349
161	0.03617328398
162	0.03608416185
163	0.03605114615
164	0.03586286359
165	0.03577404046
166	0.0356928829
167	0.03554605564
168	0.03541353952
169	0.03519131531
170	0.03502576179
171	0.03486869609
172	0.0347874252
173	0.03463689657
174	0.03450573078
175	0.03438116235
176	0.03433075385
177	0.03413354944
178	0.03400900029
179	0.03386055504
180	0.03377947705
181	0.0334904426
182	0.0332840776
183	0.03310398386
184	0.03307914975
185	0.03300559988
186	0.03289314347
187	0.03270009134
188	0.03261341428
189	0.03253498873
190	0.03241393117
191	0.03221922729
192	0.03204010048
193	0.03186386726
194	0.03182517533
195	0.03169228304
196	0.03163112732
197	0.03160446302
198	0.03149241171
199	0.0313161809
200	0.03108955123
201	0.03092862502
202	0.03090369686
203	0.03086967324
204	0.03072793143
205	0.03053882662
206	0.03043722353
207	0.03034329806
208	0.03030151483
209	0.03020200476
210	0.03010300348
211	0.02992071304
212	0.02976316507
213	0.02966214311
214	0.0295121932
215	0.02936022502
216	0.02919998121
217	0.02903700779
218	0.02885772908
219	0.02866744272
220	0.02853037404
221	0.0284033533
222	0.02834908188
223	0.02831846785
224	0.02811977324
225	0.02808770277
226	0.02805699229
227	0.02785500624
228	0.02772001129
229	0.02769426088
230	0.02754168263
231	0.02735942595
232	0.0271060524
233	0.02697075604
234	0.02691980982
235	0.02675905963
236	0.02667546423
237	0.02665809795
238	0.02654667118
239	0.02653031042
240	0.02650683628
241	0.02648936873
242	0.0263939362
243	0.02619854991
244	0.02605960764
245	0.02588910128
246	0.02575282351
247	0.02560361628
248	0.02552457826
249	0.02551261815
250	0.02549603796
251	0.02539124953
252	0.02534833539
253	0.02526948787
254	0.02517074218
255	0.02508373719
256	0.0250095652
257	0.02489949358
258	0.02480182816
259	0.02472689179
260	0.0246263762
261	0.02456097898
262	0.02446202352
263	0.02442038014
264	0.02431530717
265	0.02416325942
266	0.02413353516
267	0.02407401913
268	0.02396772845
269	0.02379309634
270	0.02362617801
271	0.02361740807
272	0.02358370032
273	0.02347308134
274	0.02339856212
275	0.02335447849
276	0.02328155797
277	0.02320681691
278	0.02314185373
279	0.02312906653
280	0.0231169738
281	0.02299985632
282	0.02286565228
283	0.02282023279
284	0.02278149505
285	0.02268506664
286	0.02260481091
287	0.02258429786
288	0.02257393163
289	0.02249711202
290	0.02247262996
291	0.02240466228
292	0.02233484271
293	0.02232498767
294	0.02216037456
295	0.02206713873
296	0.02202472614
297	0.02201782014
298	0.02200936608
299	0.02191961219
300	0.02180640827
301	0.02174407824
302	0.02164660814
303	0.02155463584
304	0.02153981109
305	0.02148958344
306	0.02141909111
307	0.02134897495
308	0.02126199648
309	0.02121788391
310	0.02120114458
311	0.02112950206
312	0.02112162671
313	0.0210673577
314	0.021053184
315	0.02101338769
316	0.02099723671
317	0.02092653942
318	0.02077854509
319	0.020741951
320	0.02072098222
321	0.02066993955
322	0.02065817716
323	0.02060848
324	0.02052170166
325	0.02035308819
326	0.02027913321
327	0.02019814806
328	0.02014997485
329	0.02004918076
330	0.02000406388
331	0.01994675541
332	0.01986956205
333	0.01981024374
334	0.01977479383
335	0.01971226245
336	0.01963879215
337	0.01961149729
338	0.01956065958
339	0.01948760282
340	0.01947951287
341	0.01944137795
342	0.01932329836
343	0.01928131499
344	0.01925343539
345	0.01918885681
346	0.01909907759
347	0.01905526042
348	0.01901414874
349	0.01892441895
350	0.01884534838
351	0.01879703893
352	0.01872819353
353	0.01869277617
354	0.01868451501
355	0.01865429764
356	0.0186138768
357	0.01848917936
358	0.01841765378
359	0.01837986971
360	0.01829973937
361	0.01823704041
362	0.01820820231
363	0.01820161219
364	0.01819540788
365	0.01816957428
366	0.018134345
367	0.01812110327
368	0.01807095278
369	0.01803528223
370	0.01798005472
371	0.0179530034
372	0.01791064628
373	0.01787930282
374	0.01784077969
375	0.01781283257
376	0.01779063764
377	0.01777245513
378	0.01776645337
379	0.01774227634
380	0.0177016421
381	0.01767390597
382	0.01761739323
383	0.01760229962
384	0.01759332953
385	0.01754745551
386	0.0174454859
387	0.01738061435
388	0.01731837353
389	0.0172635668
390	0.01724705172
391	0.01719022671
392	0.01714760675
393	0.01709413348
394	0.01705177876
395	0.01700605786
396	0.01696113268
397	0.01689827698
398	0.01681894237
399	0.01677466825
400	0.01675328955
401	0.01669129469
402	0.01661672001
403	0.01656900013
404	0.01653207207
405	0.01648641024
406	0.01644265697
407	0.01640477524
408	0.01636350803
409	0.01627435937
410	0.01623725409
411	0.01622361329
412	0.01618849252
413	0.01614104029
414	0.01606911805
415	0.01606199503
416	0.01604811793
417	0.01597243645
418	0.01595985905
419	0.015909248
420	0.015859927
421	0.01580099692
422	0.01575551232
423	0.01570170146
424	0.01565025127
425	0.01558135523
426	0.01548740686
427	0.01546931598
428	0.01543483421
429	0.0154160549
430	0.01536158334
431	0.01533003613
432	0.01530146569
433	0.01525823205
434	0.01525272582
435	0.01521588457
436	0.01517606415
437	0.01512390986
438	0.01507976354
439	0.01505549729
440	0.01499972
441	0.0149917482
442	0.01493709699
443	0.01490338684
444	0.01485288791
445	0.01481051632
446	0.01477810104
447	0.01471635454
448	0.01468370175
449	0.01464875338
450	0.01461343729
451	0.0146079395
452	0.0145663986
453	0.01454054089
454	0.01448878808
455	0.01444962715
456	0.01442608912
457	0.01442123153
458	0.01435594764
459	0.01433420121
460	0.01433005255
461	0.01430215606
462	0.01428384335
463	0.01424923015
464	0.0141906039
465	0.0141735957
466	0.0141622131
467	0.01416217693
468	0.01413831216
469	0.01411831756
470	0.01403687908
471	0.01402624639
472	0.01398172993
473	0.01393902799
474	0.01388896913
475	0.01386150428
476	0.01381389652
477	0.01377592075
478	0.01375717882
479	0.01373980772
480	0.01370514027
481	0.01366093126
482	0.01362974936
483	0.01362972525
484	0.01359464908
485	0.01357415654
486	0.01354116616
487	0.01351923888
488	0.01349612404
489	0.01347400386
490	0.01341585986
491	0.01336397443
492	0.01332510166
493	0.01326798488
494	0.01325808644
495	0.01323169462
496	0.01321656243
497	0.01319200682
498	0.01318768213
499	0.01316515926
500	0.01313026515
501	0.01311682329
502	0.01309637173
503	0.01305740733
504	0.01300508907
505	0.01297355391
506	0.01295463234
507	0.01291817088
508	0.01286391995
509	0.01283821656
510	0.01279216048
511	0.01278056327
512	0.0127636033
513	0.01273085043
514	0.01268888153
515	0.01266485038
516	0.01266423067
517	0.01262845643
518	0.01262843714
519	0.01260520896
520	0.01260292063
521	0.01255529237
522	0.01252533422
523	0.01248980232
524	0.01247777589
525	0.01247773008
526	0.01247768908
527	0.0124776927
528	0.01247763362
529	0.01247759987
530	0.01246655244
531	0.0124621759
532	0.01241957885
533	0.01241954509
534	0.01239284342
535	0.0123825652
536	0.0123447968
537	0.01234112196
538	0.01232029062
539	0.01231000155
540	0.0122939205
541	0.01226131714
542	0.01225718415
543	0.0122351351
544	0.01222382122
545	0.01219333499
546	0.01218333769
547	0.0121740891
548	0.01213999795
549	0.01208305841
550	0.01204781225
551	0.01202685553
552	0.01200321622
553	0.01197209702
554	0.01194854813
555	0.01192372367
556	0.01188677029
557	0.01184306524
558	0.01180353177
559	0.0117765769
560	0.01172310483
561	0.01171160528
562	0.0116964755
563	0.01169438609
564	0.01169434148
565	0.0116555109
566	0.01165211336
567	0.01162511148
568	0.01162255308
569	0.01161930022
570	0.01161171181
571	0.01158827144
572	0.01156374477
573	0.01153186118
574	0.01152846967
575	0.01151161339
576	0.01146745501
577	0.0114220331
578	0.01140313806
579	0.01138455165
580	0.01137591674
581	0.01136710701
582	0.01133430712
583	0.01131317317
584	0.01129801445
585	0.01127961613
586	0.01127439805
587	0.01126454904
588	0.01124929146
589	0.01123265822
590	0.01122579924
591	0.0111960569
592	0.01116105669
593	0.0111388702
594	0.01112534394
595	0.01111733838
596	0.01108045494
597	0.0110634805
598	0.01105042806
599	0.01103924921
