,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bagging_temperature,param_bootstrap_type,param_depth,param_iterations,param_learning_rate,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,12.655744314193726,0.35740573919882423,0.023878514766693115,0.003608851666413673,0.2,Bayesian,6,300,0.01,,"{'bagging_temperature': 0.2, 'bootstrap_type': 'Bayesian', 'depth': 6, 'iterations': 300, 'learning_rate': 0.01}",0.9844851595448396,0.9901269197103526,0.9943542667718518,0.983766940463507,0.9881833216226377,0.004331251633695695,43
1,12.712135910987854,0.29250731052157003,0.02200031280517578,0.0025510550101231926,0.2,Bayesian,6,300,0.05,,"{'bagging_temperature': 0.2, 'bootstrap_type': 'Bayesian', 'depth': 6, 'iterations': 300, 'learning_rate': 0.05}",0.9880111344363328,0.9929476875576917,0.9957657000788889,0.9908253956395601,0.9918874794281185,0.0028424773157993467,27
2,20.944721281528473,2.8118686337091003,0.031840741634368896,0.002775789683715163,0.2,Bayesian,6,500,0.01,,"{'bagging_temperature': 0.2, 'bootstrap_type': 'Bayesian', 'depth': 6, 'iterations': 500, 'learning_rate': 0.01}",0.9880112298361529,0.990832043980725,0.9950599760444447,0.9872965940966467,0.9902999609894924,0.0030495638466115286,39
3,21.762527227401733,3.3403430337431566,0.031336426734924316,0.0028830838050541005,0.2,Bayesian,6,500,0.05,,"{'bagging_temperature': 0.2, 'bootstrap_type': 'Bayesian', 'depth': 6, 'iterations': 500, 'learning_rate': 0.05}",0.9880111344363328,0.9936528777649296,0.9964714184897671,0.9915312989325971,0.9924166824059066,0.003088762716787072,20
4,14.916556715965271,0.25121016074375,0.024892747402191162,0.01128959396505023,0.2,Bayesian,8,300,0.01,,"{'bagging_temperature': 0.2, 'bootstrap_type': 'Bayesian', 'depth': 8, 'iterations': 300, 'learning_rate': 0.01}",0.9915373765867419,0.9915373597517307,0.9936485406285719,0.9894139180456464,0.9915342987531728,0.0014971683184693144,33
5,19.082433700561523,2.6840430799379056,0.0221560001373291,0.0025713496148449997,0.2,Bayesian,8,300,0.05,,"{'bagging_temperature': 0.2, 'bootstrap_type': 'Bayesian', 'depth': 8, 'iterations': 300, 'learning_rate': 0.05}",0.9922425913464957,0.9936529535251174,0.9950599760444447,0.9936485026692425,0.993651005896325,0.00099609719428717,3
6,29.009925425052643,0.8860815355499281,0.026110470294952393,0.004850482031430734,0.2,Bayesian,8,500,0.01,,"{'bagging_temperature': 0.2, 'bootstrap_type': 'Bayesian', 'depth': 8, 'iterations': 500, 'learning_rate': 0.01}",0.9915373765867419,0.9908321169335286,0.9964714184897671,0.9915312989325971,0.9925930527356587,0.0022574537144519607,15
7,29.220346808433533,3.06853370133948,0.026131749153137207,0.00429948839722846,0.2,Bayesian,8,500,0.05,,"{'bagging_temperature': 0.2, 'bootstrap_type': 'Bayesian', 'depth': 8, 'iterations': 500, 'learning_rate': 0.05}",0.9901268607873446,0.9936529535251174,0.9950599760444447,0.9936485026692425,0.9931220732565373,0.0018224795428972488,8
8,11.042752027511597,0.772605624207688,0.024118483066558838,0.0038287585665081757,1,Bayesian,6,300,0.01,,"{'bagging_temperature': 1, 'bootstrap_type': 'Bayesian', 'depth': 6, 'iterations': 300, 'learning_rate': 0.01}",0.9816641700336399,0.9880112298361529,0.9936485406285719,0.983766940463507,0.9867727202404679,0.004581015425408964,47
9,10.464880287647247,0.6251998149223942,0.01885378360748291,0.0026903317931059223,1,Bayesian,6,300,0.05,,"{'bagging_temperature': 1, 'bootstrap_type': 'Bayesian', 'depth': 6, 'iterations': 300, 'learning_rate': 0.05}",0.9894216733848407,0.9929476875576917,0.9950599858856739,0.9908255235816565,0.9920637176024656,0.0021373200852794097,26
