,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
55,5.869841933250427,0.18362104564138496,0.050379395484924316,0.0073759058518762756,0.05,8,900,0.1,1.0,1.0,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'subsample': 1.0}",0.9887164123283938,0.9943582398344872,0.9957657000788889,0.9915311977049964,0.9925928874866916,0.0027082029790309763,11
56,6.037368357181549,0.38905349123746613,0.048014700412750244,0.0023142087214240293,0.05,8,900,0.1,1.5,0.7,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.1, 'reg_lambda': 1.5, 'subsample': 0.7}",0.987305837603845,0.9929477997931089,0.9964713903718013,0.9908253956395601,0.9918876058520789,0.003326258503632377,67
57,5.888695061206818,0.43936902464764915,0.046762824058532715,0.0057163932180925425,0.05,8,900,0.1,1.5,1.0,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.1, 'reg_lambda': 1.5, 'subsample': 1.0}",0.9887164123283938,0.9929477997931089,0.9957657000788889,0.9908253956395601,0.992063826959988,0.002608839272998837,48
58,6.269639611244202,0.6565591434312709,0.0535120964050293,0.007653522965155018,0.05,8,900,0.1,2.0,0.7,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.1, 'reg_lambda': 2.0, 'subsample': 0.7}",0.987305837603845,0.9936530040309044,0.9964713903718013,0.9901195731862809,0.9918874512982079,0.003472976063312003,78
59,6.479066729545593,0.6199411572982751,0.04901278018951416,0.003932512804063428,0.05,8,900,0.1,2.0,1.0,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.1, 'reg_lambda': 2.0, 'subsample': 1.0}",0.9887164123283938,0.9929477997931089,0.9964714184897671,0.9908253956395601,0.9922402565627075,0.0028645531193992836,22
60,6.280263721942902,0.47969885297171444,0.047013938426971436,0.0028953175217511294,0.05,8,900,0.5,1.0,0.7,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.5, 'reg_lambda': 1.0, 'subsample': 0.7}",0.987305837603845,0.9943582061641969,0.9964713903718013,0.9915311977049964,0.9924166579612099,0.0034320179536466303,14
61,4.98045289516449,0.6620887675004078,0.03888046741485596,0.004568054197060617,0.05,8,900,0.5,1.0,1.0,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.5, 'reg_lambda': 1.0, 'subsample': 1.0}",0.9887164123283938,0.9922425913464957,0.9950599760444447,0.9915311977049964,0.9918875443560827,0.002256847494598365,70
62,6.1732518672943115,0.26340671623404643,0.05038189888000488,0.005172136370538714,0.05,8,900,0.5,1.5,0.7,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.5, 'reg_lambda': 1.5, 'subsample': 0.7}",0.987305837603845,0.9943582061641969,0.9971771221387733,0.9901195731862809,0.992240184773274,0.003798162077064748,26
63,5.194263696670532,0.40534032619776644,0.03613293170928955,0.002561726655940608,0.05,8,900,0.5,1.5,1.0,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.5, 'reg_lambda': 1.5, 'subsample': 1.0}",0.9887164123283938,0.9922425913464957,0.9950599858856739,0.9908253956395601,0.9917110963000308,0.0023048940426396735,88
64,6.272141456604004,0.4666460670897796,0.04901546239852905,0.003370638137678589,0.05,8,900,0.5,2.0,0.7,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.5, 'reg_lambda': 2.0, 'subsample': 0.7}",0.987305837603845,0.9936530040309044,0.9964714114603177,0.9908253956395601,0.9920639121836567,0.003395749538386453,42
65,5.124491393566132,0.40397464994529614,0.04238098859786987,0.008592408978209535,0.05,8,900,0.5,2.0,1.0,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 0.5, 'reg_lambda': 2.0, 'subsample': 1.0}",0.9887164123283938,0.9915373765867419,0.9957657000788889,0.9908253956395601,0.9917112211583963,0.00256039977493236,85
66,6.223173141479492,0.663596261016226,0.051129162311553955,0.006040166369594078,0.05,8,900,1.0,1.0,0.7,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 1.0, 'reg_lambda': 1.0, 'subsample': 0.7}",0.9880111344363328,0.9936529535251174,0.9964714114603177,0.9908255235816565,0.9922402557508561,0.003153780582199544,23
67,3.529231071472168,0.38789235830018015,0.0275118350982666,0.007818314111557345,0.05,8,900,1.0,1.0,1.0,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 1.0, 'reg_lambda': 1.0, 'subsample': 1.0}",0.9887164796689742,0.9922425604822165,0.9943542667718518,0.9901197306558291,0.9913582593947179,0.002137229642176728,121
68,6.074679911136627,0.31517139054090015,0.04951399564743042,0.0042620238036747745,0.05,8,900,1.0,1.5,0.7,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 1.0, 'reg_lambda': 1.5, 'subsample': 0.7}",0.9880111344363328,0.9936529535251174,0.9964714114603177,0.9901195731862809,0.9920637681520121,0.00324640431021685,52
69,4.075946807861328,0.09889367141308553,0.032250285148620605,0.012791702791795806,0.05,8,900,1.0,1.5,1.0,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 1.0, 'reg_lambda': 1.5, 'subsample': 1.0}",0.9887164796689742,0.9929477997931089,0.9943542667718518,0.9901197306558291,0.991534569222441,0.00222998384618332,111
70,8.091850399971008,0.2592041659028851,0.12243247032165527,0.005154465334011009,0.05,8,900,1.0,2.0,0.7,"{'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 900, 'reg_alpha': 1.0, 'reg_lambda': 2.0, 'subsample': 0.7}",0.987305837603845,0.9943582061641969,0.9964714114603177,0.9908253956395601,0.99224021271698,0.003490655531836424,25
