,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,9.727220356464386,10.259606926942858,0.03801757097244263,0.0013616043344308393,0.6,0.1,0.05,4,750,0.1,1.0,0.7,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 750, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'subsample': 0.7}",0.9809574968105822,0.990832153409495,0.9964714114603177,0.9901197306558291,0.989595198084056,0.005560966340970656,850
1,3.807935357093811,0.28110761939188555,0.03375351428985596,0.0010904821500767627,0.6,0.1,0.05,4,750,0.1,1.0,0.85,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 750, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'subsample': 0.85}",0.9823675614859793,0.9922425913464957,0.9978828468761907,0.9901197306558291,0.9906531825911237,0.005561707335245864,285
2,4.998039066791534,0.9822379509614654,0.02374875545501709,0.0016389138472335252,0.6,0.1,0.05,4,750,0.1,1.0,1.0,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 750, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'subsample': 1.0}",0.9816619811904492,0.9901268607873446,0.9964714114603177,0.9872965940966467,0.9888892118836895,0.005333639004878817,1281
3,5.634433805942535,3.4836936084982626,0.040002405643463135,0.004122360211848247,0.6,0.1,0.05,4,750,0.1,1.5,0.7,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 750, 'reg_alpha': 0.1, 'reg_lambda': 1.5, 'subsample': 0.7}",0.9809569664048577,0.990832153409495,0.9957656832081598,0.9901197306558291,0.9894186334195855,0.0053472989860142385,992
4,7.268052518367767,2.414839384578583,0.0381355881690979,0.004178792084672223,0.6,0.1,0.05,4,750,0.1,1.5,0.85,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 750, 'reg_alpha': 0.1, 'reg_lambda': 1.5, 'subsample': 0.85}",0.9823675614859793,0.9922425913464957,0.998588566692963,0.9894139180456464,0.9906531593927711,0.005824170214393574,289
5,0.5879284143447876,0.01776824612949996,0.022879362106323242,0.0014290232765276371,0.6,0.1,0.05,4,750,0.1,1.5,1.0,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 750, 'reg_alpha': 0.1, 'reg_lambda': 1.5, 'subsample': 1.0}",0.9816619811904492,0.9901268607873446,0.9943541992883981,0.988002225333439,0.9885363166499077,0.0045803747278983075,1460
6,1.0282015204429626,0.020379566004914557,0.0382535457611084,0.0008327366948067772,0.6,0.1,0.05,4,750,0.1,2.0,0.7,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 750, 'reg_alpha': 0.1, 'reg_lambda': 2.0, 'subsample': 0.7}",0.9816625284502379,0.9915373597517307,0.9957656832081598,0.9894140656711423,0.9895949092703177,0.005118762905889115,897
7,0.9646719098091125,0.045011359957042724,0.032502591609954834,0.0004968173929895281,0.6,0.1,0.05,4,750,0.1,2.0,0.85,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 750, 'reg_alpha': 0.1, 'reg_lambda': 2.0, 'subsample': 0.85}",0.9816625284502379,0.9922425913464957,0.9978828468761907,0.9901197306558291,0.9904769243321884,0.005826371744476795,380
8,0.6435694098472595,0.06905287884740004,0.02438253164291382,0.0032642832260235265,0.6,0.1,0.05,4,750,0.1,2.0,1.0,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 750, 'reg_alpha': 0.1, 'reg_lambda': 2.0, 'subsample': 1.0}",0.9816619811904492,0.9908321169335286,0.9943542442775466,0.9880024404517326,0.9887126957133143,0.004651237854884197,1371
9,0.955890953540802,0.04335133306902495,0.03388774394989014,0.0011390997800010622,0.6,0.1,0.05,4,750,0.5,1.0,0.7,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 750, 'reg_alpha': 0.5, 'reg_lambda': 1.0, 'subsample': 0.7}",0.9802519537156409,0.9915373597517307,0.9957656832081598,0.9894140656711423,0.9892422655866684,0.00567180873924385,1074
