,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,6.619093358516693,3.1829903983506136,0.47589612007141113,0.39950941124998285,0.6,0.1,0.01,4,500,0.1,1.0,0.7,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'subsample': 0.7}",0.9781379510309599,0.9880112775354934,0.9880027989650801,0.982356951859007,0.9841272448476351,0.004156657531167532,6307
1,5.482169806957245,2.5513502789104265,0.6325784921646118,0.6969603916548015,0.6,0.1,0.01,4,500,0.1,1.0,0.85,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'subsample': 0.85}",0.9795481616869957,0.9880112775354934,0.9872971002366666,0.9816511476872936,0.9841269217866124,0.003613611504774474,6319
2,3.8256526589393616,1.2601910071184104,0.1639169454574585,0.20887820437011767,0.6,0.1,0.01,4,500,0.1,1.0,1.0,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'subsample': 1.0}",0.9788430626730751,0.9887164796689742,0.985885498220995,0.9816511476872936,0.9837740470625844,0.0037982619337749057,6373
3,3.017034351825714,0.13150495125811157,0.04489469528198242,0.01080107014350006,0.6,0.1,0.01,4,500,0.1,1.5,0.7,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_alpha': 0.1, 'reg_lambda': 1.5, 'subsample': 0.7}",0.9774328246567876,0.9880112775354934,0.9872971002366666,0.9816511476872936,0.9835980875290604,0.0043289716468116685,6382
4,3.1710928678512573,0.19960408229503085,0.0336342453956604,0.0051984554308199945,0.6,0.1,0.01,4,500,0.1,1.5,0.85,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_alpha': 0.1, 'reg_lambda': 1.5, 'subsample': 0.85}",0.9781379510309599,0.9880112775354934,0.9872971002366666,0.9816511476872936,0.9837743691226035,0.004081614434521369,6366
5,0.6315601468086243,0.0381754402573437,0.023253679275512695,0.0028636650710536105,0.6,0.1,0.01,4,500,0.1,1.5,1.0,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_alpha': 0.1, 'reg_lambda': 1.5, 'subsample': 1.0}",0.9788430626730751,0.9880112298361529,0.985885498220995,0.9816511476872936,0.9835977346043792,0.003574524735069691,6400
6,0.7623469829559326,0.01545967131768535,0.021882057189941406,0.0007336357212343749,0.6,0.1,0.01,4,500,0.1,2.0,0.7,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_alpha': 0.1, 'reg_lambda': 2.0, 'subsample': 0.7}",0.9767274962587638,0.9880112775354934,0.9872971002366666,0.9816511476872936,0.9834217554295543,0.004583398525046219,6411
7,0.8078547120094299,0.022900279648843825,0.022378385066986084,0.0006566299668553197,0.6,0.1,0.01,4,500,0.1,2.0,0.85,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_alpha': 0.1, 'reg_lambda': 2.0, 'subsample': 0.85}",0.9781379510309599,0.9880112775354934,0.9880027989650801,0.982356951859007,0.9841272448476351,0.004156657531167532,6307
8,0.6274316906929016,0.024683847033180772,0.02388131618499756,0.005338596186907382,0.6,0.1,0.01,4,500,0.1,2.0,1.0,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_alpha': 0.1, 'reg_lambda': 2.0, 'subsample': 1.0}",0.9788430626730751,0.9880112298361529,0.985885498220995,0.9809453182080561,0.9834212772345697,0.003682067069825543,6438
9,0.7621046304702759,0.0597916510497634,0.024498283863067627,0.003278836486543964,0.6,0.1,0.01,4,500,0.5,1.0,0.7,"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_alpha': 0.5, 'reg_lambda': 1.0, 'subsample': 0.7}",0.9774328246567876,0.9887164796689742,0.9872971002366666,0.9816511476872936,0.9837743880624306,0.004515455310054078,6364
